AREA:SIERRA
MODE_S
N045.10.10.825 E015.49.17.633
N050.14.46.000 E012.05.51.000
N050.14.46.000 E012.05.51.000
N050.14.48.000 E012.06.07.000
N050.14.48.000 E012.06.07.000
N050.14.35.000 E012.06.30.000
N050.14.35.000 E012.06.30.000
N050.14.16.000 E012.06.42.000
N050.14.16.000 E012.06.42.000
N050.14.03.000 E012.07.19.000
N050.14.03.000 E012.07.19.000
N050.13.54.000 E012.08.10.000
N050.13.54.000 E012.08.10.000
N050.13.51.000 E012.08.32.000
N050.13.51.000 E012.08.32.000
N050.14.01.000 E012.08.31.000
N050.14.01.000 E012.08.31.000
N050.14.08.000 E012.09.03.000
N050.14.08.000 E012.09.03.000
N050.13.49.000 E012.08.43.000
N050.13.49.000 E012.08.43.000
N050.13.46.000 E012.09.03.000
N050.13.46.000 E012.09.03.000
N050.13.32.000 E012.09.31.000
N050.13.32.000 E012.09.31.000
N050.13.23.000 E012.09.26.000
N050.13.23.000 E012.09.26.000
N050.13.20.000 E012.09.37.000
N050.13.20.000 E012.09.37.000
N050.13.11.000 E012.09.46.000
N050.13.11.000 E012.09.46.000
N050.12.52.000 E012.09.28.000
N050.12.52.000 E012.09.28.000
N050.12.48.000 E012.09.53.000
N050.12.48.000 E012.09.53.000
N050.12.46.000 E012.10.11.000
N050.12.46.000 E012.10.11.000
N050.12.34.000 E012.10.38.000
N050.12.34.000 E012.10.38.000
N050.12.20.000 E012.10.46.000
N050.12.20.000 E012.10.46.000
N050.12.11.000 E012.11.10.000
N050.12.11.000 E012.11.10.000
N050.11.56.000 E012.10.57.000
N050.11.56.000 E012.10.57.000
N050.12.01.000 E012.11.11.000
N050.12.01.000 E012.11.11.000
N050.11.55.000 E012.11.29.000
N050.11.55.000 E012.11.29.000
N050.11.56.000 E012.11.49.000
N050.11.56.000 E012.11.49.000
N050.11.51.000 E012.11.28.000
N050.11.51.000 E012.11.28.000
N050.11.30.000 E012.11.36.000
N050.11.30.000 E012.11.36.000
N050.11.18.000 E012.11.60.000
N050.11.18.000 E012.11.60.000
N050.10.50.000 E012.12.14.000
N050.10.50.000 E012.12.14.000
N050.10.17.000 E012.12.31.000
N050.10.17.000 E012.12.31.000
N050.10.08.000 E012.12.49.000
N050.10.08.000 E012.12.49.000
N050.09.32.000 E012.12.41.000
N050.09.32.000 E012.12.41.000
N050.09.05.000 E012.11.60.000
N050.09.05.000 E012.11.60.000
N050.08.53.000 E012.12.04.000
N050.08.53.000 E012.12.04.000
N050.08.44.000 E012.12.01.000
N050.08.44.000 E012.12.01.000
N050.08.35.000 E012.11.42.000
N050.08.35.000 E012.11.42.000
N050.08.08.000 E012.11.50.000
N050.08.08.000 E012.11.50.000
N050.07.50.000 E012.11.49.000
N050.07.50.000 E012.11.49.000
N050.07.09.000 E012.11.58.000
N050.07.09.000 E012.11.58.000
N050.06.55.000 E012.12.09.000
N050.06.55.000 E012.12.09.000
N050.06.31.000 E012.12.02.000
N050.06.31.000 E012.12.02.000
N050.06.24.000 E012.12.22.000
N050.06.24.000 E012.12.22.000
N050.06.06.000 E012.12.37.000
N050.06.06.000 E012.12.37.000
N050.06.08.000 E012.13.04.000
N050.06.08.000 E012.13.04.000
N050.06.09.000 E012.13.26.000
N050.06.09.000 E012.13.26.000
N050.06.01.000 E012.13.45.000
N050.06.01.000 E012.13.45.000
N050.05.49.000 E012.13.38.000
N050.05.49.000 E012.13.38.000
N050.05.47.000 E012.13.48.000
N050.05.47.000 E012.13.48.000
N050.05.40.000 E012.14.08.000
N050.05.40.000 E012.14.08.000
N050.05.45.000 E012.14.29.000
N050.05.45.000 E012.14.29.000
N050.05.47.000 E012.14.42.000
N050.05.47.000 E012.14.42.000
N050.05.49.000 E012.14.45.000
N050.05.49.000 E012.14.45.000
N050.05.44.000 E012.14.52.000
N050.05.44.000 E012.14.52.000
N050.05.42.000 E012.14.49.000
N050.05.42.000 E012.14.49.000
N050.05.44.000 E012.14.42.000
N050.05.44.000 E012.14.42.000
N050.05.32.000 E012.14.45.000
N050.05.32.000 E012.14.45.000
N050.05.26.000 E012.14.54.000
N050.05.26.000 E012.14.54.000
N050.05.30.000 E012.15.05.000
N050.05.30.000 E012.15.05.000
N050.05.14.000 E012.15.10.000
N050.05.14.000 E012.15.10.000
N050.04.58.000 E012.15.32.000
N050.04.58.000 E012.15.32.000
N050.04.44.000 E012.15.55.000
N050.04.44.000 E012.15.55.000
N050.04.04.000 E012.15.54.000
N050.04.04.000 E012.15.54.000
N050.03.39.000 E012.15.34.000
N050.03.39.000 E012.15.34.000
N050.03.38.000 E012.16.02.000
N050.03.38.000 E012.16.02.000
N050.03.27.000 E012.16.41.000
N050.03.27.000 E012.16.41.000
N050.03.23.000 E012.16.60.000
N050.03.23.000 E012.16.60.000
N050.03.19.000 E012.18.40.000
N050.03.19.000 E012.18.40.000
N050.03.12.000 E012.19.02.000
N050.03.12.000 E012.19.02.000
N050.02.55.000 E012.19.09.000
N050.02.55.000 E012.19.09.000
N050.02.19.000 E012.19.28.000
N050.02.19.000 E012.19.28.000
N050.01.58.000 E012.19.33.000
N050.01.58.000 E012.19.33.000
N050.02.05.000 E012.20.00.000
N050.02.05.000 E012.20.00.000
N050.02.22.000 E012.20.16.000
N050.02.22.000 E012.20.16.000
N050.01.59.000 E012.20.58.000
N050.01.59.000 E012.20.58.000
N050.01.46.000 E012.21.08.000
N050.01.46.000 E012.21.08.000
N050.01.32.000 E012.21.26.000
N050.01.32.000 E012.21.26.000
N050.01.31.000 E012.21.34.000
N050.01.31.000 E012.21.34.000
N050.01.21.000 E012.21.56.000
N050.01.21.000 E012.21.56.000
N050.01.08.000 E012.22.30.000
N050.01.08.000 E012.22.30.000
N050.00.59.000 E012.22.39.000
N050.00.59.000 E012.22.39.000
N050.00.44.000 E012.23.11.000
N050.00.44.000 E012.23.11.000
N050.00.52.000 E012.24.07.000
N050.00.52.000 E012.24.07.000
N050.00.40.000 E012.24.04.000
N050.00.40.000 E012.24.04.000
N050.00.28.000 E012.23.52.000
N050.00.28.000 E012.23.52.000
N050.00.27.000 E012.24.08.000
N050.00.27.000 E012.24.08.000
N050.00.19.000 E012.24.22.000
N050.00.19.000 E012.24.22.000
N050.00.01.000 E012.25.27.000
N050.00.01.000 E012.25.27.000
N050.00.00.000 E012.25.55.000
N050.00.00.000 E012.25.55.000
N049.59.36.000 E012.26.07.000
N049.59.36.000 E012.26.07.000
N049.59.27.000 E012.25.32.000
N049.59.27.000 E012.25.32.000
N049.59.03.000 E012.25.53.000
N049.59.03.000 E012.25.53.000
N049.59.11.000 E012.26.26.000
N049.59.11.000 E012.26.26.000
N049.59.29.000 E012.27.12.000
N049.59.29.000 E012.27.12.000
N049.59.41.000 E012.27.38.000
N049.59.41.000 E012.27.38.000
N049.59.27.000 E012.28.12.000
N049.59.27.000 E012.28.12.000
N049.59.12.000 E012.28.15.000
N049.59.12.000 E012.28.15.000
N049.58.50.000 E012.28.35.000
N049.58.50.000 E012.28.35.000
N049.58.33.000 E012.29.39.000
N049.58.33.000 E012.29.39.000
N049.58.11.000 E012.29.38.000
N049.58.11.000 E012.29.38.000
N049.57.43.000 E012.29.27.000
N049.57.43.000 E012.29.27.000
N049.57.28.000 E012.29.16.000
N049.57.28.000 E012.29.16.000
N049.57.24.000 E012.28.41.000
N049.57.24.000 E012.28.41.000
N049.56.53.000 E012.28.11.000
N049.56.53.000 E012.28.11.000
N049.56.18.000 E012.28.29.000
N049.56.18.000 E012.28.29.000
N049.56.12.000 E012.29.39.000
N049.56.12.000 E012.29.39.000
N049.55.56.000 E012.29.53.000
N049.55.56.000 E012.29.53.000
N049.55.39.000 E012.30.43.000
N049.55.39.000 E012.30.43.000
N049.55.30.000 E012.32.03.000
N049.55.30.000 E012.32.03.000
N049.55.24.000 E012.32.33.000
N049.55.24.000 E012.32.33.000
N049.54.47.000 E012.32.56.000
N049.54.47.000 E012.32.56.000
N049.54.05.000 E012.33.00.000
N049.54.05.000 E012.33.00.000
N049.53.26.000 E012.32.07.000
N049.53.26.000 E012.32.07.000
N049.52.37.000 E012.31.07.000
N049.52.37.000 E012.31.07.000
N049.51.43.000 E012.30.52.000
N049.51.43.000 E012.30.52.000
N049.51.27.000 E012.30.27.000
N049.51.27.000 E012.30.27.000
N049.51.05.000 E012.29.50.000
N049.51.05.000 E012.29.50.000
N049.50.15.000 E012.29.52.000
N049.50.15.000 E012.29.52.000
N049.50.29.000 E012.29.14.000
N049.50.29.000 E012.29.14.000
N049.50.20.000 E012.28.42.000
N049.50.20.000 E012.28.42.000
N049.50.14.000 E012.28.33.000
N049.50.14.000 E012.28.33.000
N049.49.47.000 E012.28.24.000
N049.49.47.000 E012.28.24.000
N049.49.18.000 E012.28.28.000
N049.49.18.000 E012.28.28.000
N049.49.00.000 E012.28.23.000
N049.49.00.000 E012.28.23.000
N049.48.47.000 E012.28.02.000
N049.48.47.000 E012.28.02.000
N049.48.28.000 E012.27.59.000
N049.48.28.000 E012.27.59.000
N049.48.08.000 E012.28.13.000
N049.48.08.000 E012.28.13.000
N049.47.47.000 E012.27.56.000
N049.47.47.000 E012.27.56.000
N049.47.32.000 E012.28.11.000
N049.47.32.000 E012.28.11.000
N049.47.23.000 E012.28.29.000
N049.47.23.000 E012.28.29.000
N049.47.09.000 E012.28.21.000
N049.47.09.000 E012.28.21.000
N049.47.08.000 E012.28.01.000
N049.47.08.000 E012.28.01.000
N049.45.33.000 E012.24.05.000
N049.45.33.000 E012.24.05.000
N049.44.53.000 E012.24.20.000
N049.44.53.000 E012.24.20.000
N049.44.11.000 E012.24.36.000
N049.44.11.000 E012.24.36.000
N049.43.59.000 E012.24.44.000
N049.43.59.000 E012.24.44.000
N049.43.50.000 E012.25.32.000
N049.43.50.000 E012.25.32.000
N049.43.04.000 E012.25.58.000
N049.43.04.000 E012.25.58.000
N049.42.44.000 E012.26.06.000
N049.42.44.000 E012.26.06.000
N049.42.07.000 E012.26.50.000
N049.42.07.000 E012.26.50.000
N049.41.58.000 E012.27.46.000
N049.41.58.000 E012.27.46.000
N049.41.29.000 E012.29.07.000
N049.41.29.000 E012.29.07.000
N049.41.09.000 E012.29.28.000
N049.41.09.000 E012.29.28.000
N049.41.11.000 E012.30.00.000
N049.41.11.000 E012.30.00.000
N049.41.10.000 E012.30.30.000
N049.41.10.000 E012.30.30.000
N049.41.16.000 E012.30.52.000
N049.41.16.000 E012.30.52.000
N049.41.05.000 E012.31.17.000
N049.41.05.000 E012.31.17.000
N049.40.46.000 E012.31.18.000
N049.40.46.000 E012.31.18.000
N049.40.25.000 E012.31.32.000
N049.40.25.000 E012.31.32.000
N049.40.05.000 E012.31.46.000
N049.40.05.000 E012.31.46.000
N049.39.53.000 E012.31.41.000
N049.39.53.000 E012.31.41.000
N049.39.38.000 E012.31.20.000
N049.39.38.000 E012.31.20.000
N049.39.27.000 E012.31.25.000
N049.39.27.000 E012.31.25.000
N049.39.15.000 E012.31.34.000
N049.39.15.000 E012.31.34.000
N049.39.05.000 E012.31.27.000
N049.39.05.000 E012.31.27.000
N049.38.57.000 E012.31.17.000
N049.38.57.000 E012.31.17.000
N049.38.43.000 E012.31.02.000
N049.38.43.000 E012.31.02.000
N049.38.36.000 E012.31.08.000
N049.38.36.000 E012.31.08.000
N049.38.33.000 E012.31.21.000
N049.38.33.000 E012.31.21.000
N049.38.23.000 E012.31.42.000
N049.38.23.000 E012.31.42.000
N049.38.01.000 E012.31.21.000
N049.38.01.000 E012.31.21.000
N049.37.49.000 E012.31.25.000
N049.37.49.000 E012.31.25.000
N049.37.46.000 E012.31.21.000
N049.37.46.000 E012.31.21.000
N049.37.35.000 E012.31.42.000
N049.37.35.000 E012.31.42.000
N049.37.33.000 E012.32.03.000
N049.37.33.000 E012.32.03.000
N049.37.20.000 E012.31.36.000
N049.37.20.000 E012.31.36.000
N049.37.04.000 E012.32.09.000
N049.37.04.000 E012.32.09.000
N049.37.14.000 E012.33.21.000
N049.37.14.000 E012.33.21.000
N049.36.58.000 E012.33.27.000
N049.36.58.000 E012.33.27.000
N049.36.45.000 E012.33.30.000
N049.36.45.000 E012.33.30.000
N049.36.36.000 E012.33.42.000
N049.36.36.000 E012.33.42.000
N049.35.59.000 E012.33.47.000
N049.35.59.000 E012.33.47.000
N049.35.19.000 E012.34.28.000
N049.35.19.000 E012.34.28.000
N049.35.01.000 E012.34.34.000
N049.35.01.000 E012.34.34.000
N049.34.29.000 E012.34.25.000
N049.34.29.000 E012.34.25.000
N049.33.51.000 E012.34.27.000
N049.33.51.000 E012.34.27.000
N049.33.20.000 E012.34.49.000
N049.33.20.000 E012.34.49.000
N049.32.47.000 E012.35.16.000
N049.32.47.000 E012.35.16.000
N049.32.30.000 E012.35.41.000
N049.32.30.000 E012.35.41.000
N049.32.18.000 E012.35.18.000
N049.32.18.000 E012.35.18.000
N049.31.49.000 E012.36.43.000
N049.31.49.000 E012.36.43.000
N049.31.45.000 E012.37.08.000
N049.31.45.000 E012.37.08.000
N049.31.38.000 E012.37.31.000
N049.31.38.000 E012.37.31.000
N049.31.51.000 E012.37.50.000
N049.31.51.000 E012.37.50.000
N049.31.55.000 E012.38.09.000
N049.31.55.000 E012.38.09.000
N049.31.22.000 E012.38.39.000
N049.31.22.000 E012.38.39.000
N049.30.37.000 E012.38.37.000
N049.30.37.000 E012.38.37.000
N049.30.18.000 E012.38.26.000
N049.30.18.000 E012.38.26.000
N049.30.02.000 E012.38.21.000
N049.30.02.000 E012.38.21.000
N049.29.39.000 E012.38.37.000
N049.29.39.000 E012.38.37.000
N049.29.10.000 E012.38.35.000
N049.29.10.000 E012.38.35.000
N049.29.00.000 E012.38.34.000
N049.29.00.000 E012.38.34.000
N049.28.54.000 E012.38.17.000
N049.28.54.000 E012.38.17.000
N049.28.34.000 E012.38.01.000
N049.28.34.000 E012.38.01.000
N049.28.27.000 E012.38.20.000
N049.28.27.000 E012.38.20.000
N049.28.11.000 E012.38.30.000
N049.28.11.000 E012.38.30.000
N049.27.36.000 E012.39.10.000
N049.27.36.000 E012.39.10.000
N049.26.55.000 E012.39.19.000
N049.26.55.000 E012.39.19.000
N049.26.44.000 E012.39.25.000
N049.26.44.000 E012.39.25.000
N049.26.12.000 E012.39.26.000
N049.26.12.000 E012.39.26.000
N049.26.05.000 E012.39.19.000
N049.26.05.000 E012.39.19.000
N049.25.52.000 E012.40.01.800
N049.46.18.000 E010.41.26.000

AREA:GGCIDS
N048.58.31.000 E008.12.35.400
N049.28.25.000 E008.27.01.800
N049.16.30.000 E010.31.20.400
N048.28.22.000 E010.30.00.600
N047.53.53.000 E009.50.04.200
N047.52.60.000 E008.50.60.000
N047.52.60.000 E008.50.60.000
N047.34.00.000 E007.41.00.000
N047.34.00.000 E007.41.00.000
N047.45.60.000 E007.31.60.000
N047.45.60.000 E007.31.60.000
N047.48.49.000 E007.32.37.000
N047.48.49.000 E007.32.37.000
N047.50.11.000 E007.33.39.000
N047.50.11.000 E007.33.39.000
N047.52.59.000 E007.33.55.000
N047.52.59.000 E007.33.55.000
N047.55.60.000 E007.34.60.000
N047.55.60.000 E007.34.60.000
N048.00.00.000 E007.35.60.000
N048.00.00.000 E007.35.60.000
N048.01.60.000 E007.33.60.000
N048.01.60.000 E007.33.60.000
N048.05.00.000 E007.34.39.000
N048.05.00.000 E007.34.39.000
N048.13.20.000 E007.40.04.000
N048.13.20.000 E007.40.04.000
N048.19.19.000 E007.44.45.000
N048.19.19.000 E007.44.45.000
N048.19.41.000 E007.44.46.000
N048.19.41.000 E007.44.46.000
N048.22.00.000 E007.44.00.000
N048.22.00.000 E007.44.00.000
N048.30.22.000 E007.47.53.000
N048.30.22.000 E007.47.53.000
N048.34.00.000 E007.47.60.000
N048.34.00.000 E007.47.60.000
N048.34.23.000 E007.48.07.000
N048.34.23.000 E007.48.07.000
N048.36.00.000 E007.47.60.000
N048.36.00.000 E007.47.60.000
N048.39.23.000 E007.52.23.000
N048.39.23.000 E007.52.23.000
N048.43.03.000 E007.57.43.000
N048.43.03.000 E007.57.43.000
N048.45.60.000 E007.58.00.000
N048.45.60.000 E007.58.00.000
N048.47.24.000 E008.02.07.000
N048.47.24.000 E008.02.07.000
N048.49.00.000 E008.05.00.000
N048.49.00.000 E008.05.00.000
N048.52.31.000 E008.07.15.000
N048.52.31.000 E008.07.15.000
N048.58.31.000 E008.12.59.000

AREA:GGCIDF
N051.12.56.000 E008.48.04.000
N050.45.49.000 E011.01.47.000
N049.46.18.000 E010.41.26.000
N049.16.30.000 E010.31.34.000
N049.28.25.000 E008.27.03.000
N050.53.40.000 E008.44.04.000
N051.12.56.000 E008.48.04.000

AREA:GGCIDV
N052.45.03.000 E008.46.06.600
N052.40.32.000 E010.22.07.200
N052.23.32.000 E011.47.30.600
N051.59.43.000 E011.47.24.000
N050.45.49.000 E011.01.28.200
N051.12.56.000 E008.48.02.400
N052.45.03.000 E008.46.11.000

AREA:GGCIDB
N054.29.33.000 E011.32.06.000
N054.27.00.000 E012.00.00.000
N054.54.60.000 E012.51.00.000
N054.54.60.000 E014.21.27.000
N054.07.38.000 E014.15.17.000
N054.07.34.000 E014.12.05.000
N053.59.16.000 E014.14.32.000
N051.45.45.000 E014.39.02.000
N051.59.43.000 E011.47.40.000
N052.23.32.000 E011.47.51.000
N052.40.32.000 E010.22.12.000
N053.00.00.000 E010.24.24.000
N054.29.33.000 E011.32.06.000

AREA:GGCIDH
N055.00.00.000 E008.00.00.000
N054.29.33.000 E011.32.06.000
N053.00.00.000 E010.24.24.000
N052.40.32.000 E010.22.12.000
N052.45.03.000 E008.46.11.000
N053.02.47.000 E008.45.37.000
N053.47.07.000 E008.48.20.000
N055.00.00.000 E008.00.00.000

AREA:CCGIDW
N055.00.00.000 E006.30.00.000
N055.00.00.000 E007.52.60.000
N055.00.00.000 E008.00.00.000
N053.47.07.000 E008.48.20.000
N053.02.47.000 E008.45.37.000
N052.45.03.000 E008.46.11.000
N052.48.26.000 E007.04.17.000
N053.39.60.000 E006.30.00.000
N055.00.00.000 E006.30.00.000

AREA:GGCIDL
N052.48.26.000 E007.04.17.000
N052.45.03.000 E008.46.11.000
N051.12.56.000 E008.48.04.000
N050.53.40.000 E008.44.04.000
N050.49.57.000 E006.01.02.000
N052.02.36.301 E005.45.52.475
N052.48.26.000 E007.04.17.000

AREA:GGCIDR
N050.49.57.000 E006.01.02.000
N050.53.40.000 E008.44.04.000
N049.28.25.000 E008.27.03.000
N048.58.31.000 E008.12.59.000
N048.53.32.685 E007.49.04.800
N049.06.45.945 E006.17.49.004
N050.08.01.382 E005.51.44.491
N050.49.57.000 E006.01.02.000

RANGE:4451:4451
AREA:GGCIDR
VFR
PRIORITY:3

RANGE:7742:7742
AREA:GGCIDL
VFR
PRIORITY:3

RANGE:7740:7740
AREA:GGCIDH
VFR
PRIORITY:3

RANGE:7745:7745
AREA:GGCIDW
VFR
PRIORITY:3

RANGE:7741:7741
AREA:GGCIDB
VFR
PRIORITY:3

RANGE:4453:4453
AREA:GGCIDM
VFR
PRIORITY:3

RANGE:4454:4454
AREA:GGCIDO
VFR
PRIORITY:3

RANGE:7744:7744
AREA:GGCIDC
VFR
PRIORITY:3

RANGE:7743:7743
AREA:GGCIDV
VFR
PRIORITY:3

RANGE:4450:4450
AREA:GGCIDF
VFR
PRIORITY:3

RANGE:4452:4452
AREA:GGCIDS
VFR
PRIORITY:3
